City,Title,Description,latitude,longitude
Kanyakumari,Mathur Aqueduct,"Also known as the Mathoor Hanging Trough, the Mathoor Aqueduct is amongst the longest and tallest trough bridges that can be found all across the continent. This trough bridge gets its name from Mathoor, which is a small village located near the aqueduct.",8.336227,77.2943078
Kanyakumari,Our Lady of Ransom Church,"Our Lady of Ransom Church is a famous Catholic Church built in dedication to Mother Mary. A brilliant example of Gothic architecture, the church was built during the 15th century and looks breathtakingly beautiful against the blue lashing waves of the ocean behind it.",8.085617,77.552181
Kanyakumari,Sothavilai Beach,"The Sothavilai Beach is one of the most famous beaches that can be found in the entire district of Kanyakumari. The beach stretches to over 4 kilometres, which makes it one of the longest natural beaches in the entire state, and the views that this attraction offers cannot be put into words.",8.1001076,77.426084
Kanyakumari,"Sunset Point, Kanyakumari","Watching the sunset at the southernmost tip of India is a sight to behold. Kanyakumari is at the confluence of the Indian ocean, Arabian sea and the Bay of Bengal. It's the only place in India where you can see both the sunrise and sunset at the same spot.",8.078384,77.531461
Kanyakumari,Tsunami Monument,"A one of its kind structure, the Tsunami Monument is a unique monument that is located near the southern shore of Kanyakumari. It was built in the memory of all those thousands of people who died in the Indian Ocean earthquake and tsunami that shook the entire nation on 26 December in 2004.",12.5038718,80.1584547
Kanyakumari,Triveni Sangamam,"Located at the southernmost point of the Indian mainland, Kanyakumari is bordered by the Arabian sea, the Indian Ocean and the Western ghats. One of the most serene destinations in India, Kanyakumari is a must-visit place in India. Also known as Cape Comorin, this place caters to tourists as a pilgrimage sight and a fantastic beach resort.",12.4077415,76.721424
Kanyakumari,View Tower,Undoubtedly one of the places that offer the best scenic views and sceneries of the clear blue seas and the never-ending sky that meets it at infinity.,8.078361,77.546091
Kanyakumari,St Xavier Church,"Built by St Francis Xavier in the 1600s, the St. Xavier Church is a famous historical structure of great religious importance that is located in Kottar of Nagercoil. The church enjoys great fame and respect, on account of the fact that miracles have been observed to happen here since times immemorial.",17.747194,83.263352
Kanyakumari,Adikesava Perumal Temple,"The Adikesavaperumal Temple is situated in Thiruvattar, Kanyakumari District, Tamil Nadu. One of the 108 divya desams devoted to Vishnu, this temple is also referred to as the Srirangam of Chera Kingdom. Surrounded by rivers Kothai, Pahrali and Thamirabarani on three sides, Vishnu rests in this temple in a reclining position on this sacred land.",12.9877757,79.8298358
Kanyakumari,Mandaikadu Bhagavathi Temple,"Mandaikadu Bhagavathi Temple, previously Mondaicaud Bhagavathi Temple, is a renowned temple near Colachel in Kanyakumari District, Tamil Nadu. Built in Kerala's traditional temple architectural-style, it lies near the seashore. A unique feature of this temple is its' presiding deity - an ant hill with five heads, standing at a tall 15 feet. The local belief is that the ant hill grows gradually. It is also referred to as 'Women's Sabarimala'.",8.163405,77.280064
Kanyakumari,Wind Farms,"The Muppandal village in Kanyakumari is home to India's largest onshore windmill farms. Scattered across different regions in the city, the wind farms have not only changed the lives of the locals but have added to the visual delight. The lush green ghats surrounding the roads of Kanyakumari now contrast with stark white windmills.",-27.15111,27.25275
Kanyakumari,Shops and Stalls,"The street markets and beach stalls of Kanyakumari are prevalent for their unique handicrafts. The beach stalls at Kanyakumari offer tourists all things bamboo, be it wall decoration, trendy jewellery, showpieces or handicrafts. These stalls have it all!",41.8489925,14.078911
Kochi,Mattancherry Palace,"Popularly known as the Dutch Palace, the Mattancherry Palace is a Portuguese palace in Mattancherry, Kochi, in the state of Kerala. Mattancherry Palace is now a museum displaying paraphernalia belonging to the rajas of Kochi.",9.98333,76.28333
Kochi,Santa Cruz Basilica,"The Santa Cruz Cathedral Basilica is located on K.B. Jacob Road in Fort Kochi  and is one of the eight Basilicas in India.. This beautiful roman catholic church serves as the cathedral church of the Diocese of Kochi. Famous for its gothic style architecture and portuguese interiors, the church is the second cathedral built by the Portuguese.",9.9649829,76.2429303
Kochi,Kerala Folklore Museum,"The Kerala Folklore Museum near Thevara in Cochin, portrays a variety of gallery art, sales, live dance forms which vary from ritualistic to martial arts, and souvenirs. Some of the pieces at this gallery are priceless. One can also sell his/her fine arts and antiques here which might be put up on display later. It is a family-run private museum curated by Annie George and started in 2009.",9.9329037,76.2993164
Kochi,Fort Kochi,"Fort Kochi is a seaside town in the south-western part of Main Kochi, which is known for its historical fortifications and ruins of old palatial buildings from the Portuguese or Dutch colonial era. Fort Kochi is dotted with European structures, churches and other architectural buildings which take you right back to a different era back in time.",9.93988,76.26022
Kochi,Lulu Mall,"Lulu Mall is the largest mall in India regarding total retail space of 1.7 million square feet. Situated in Edapally, Kochi, the mall sprawls over an extensive area of 17 acres with 215 outlets of restaurants, multiplex, food courts, entertainment zones, bowling alley, money exchange centres, arcade games and 5D cinema.",26.230449,50.566431
Kochi,Jewish Synagogue,"Also known as Paradesi Synagogue or Mattancherry Synagogue, Cochin Jewish Synagogue is the oldest active synagogue, not just in Kochi but in the Commonwealth of Nations. Located in the Jew Town area of Kochi, the synagogue was constructed in 1567 and is one of the seven synagogues of the Malabar Yehudan or Yehudan Mappila.",48.95266,17.37859
Kochi,Hill Palace Museum,"Located at Tripunithura, The Hill Palace is the largest archaeological museum in Kerala. It was built in the year 1865 and was once the Imperial Administrative offices and official residence of the Maharaja of Cochin. Just as the name suggests, the massive palace is located on a hill and has a beautiful garden.",9.9459936,76.3510552
Kochi,Bolgatty Palace,"Bolgatty Palace is located in Bolgatty Island of Kochi and is one of the oldest existing Dutch palaces that is situated outside Holland. It is an exquisite example of the Kochi style of architecture. Built-in 1744 by Dutch traders, it was later extended, and gardens were landscaped around it. Green gardens, azure skies and the virgin charms of Kerela are aplenty at the Bolgatty Palace.",9.98447,76.26703
Kochi,"Marine Drive, Kochi","Overlooking the serene backwaters of Kerala is Marine Drive, one of the most popular hangout spots in the city of Kochi. It is a picturesque promenade with a walkway of about three kilometres and is a fantastic place to spend some time leisurely, either in the company of loved ones or even some alone time.",10.0838674,76.210289
Kochi,Kerala Kathakali Centre,"Kerala Kathakali Centre at Fort Cochin has seen many dance performances! The amount of effort put in by the dancers is commendable. It is usually rife with locals and foreign tourists who come to enjoy the dance show. The centre’s interiors follow the Malabar style of architecture and are mostly made up of beautiful wood carvings which gives the place a very traditional, yet appealing look.",9.96588,76.24389
Kochi,Cherai Beach,"Cherai Beach, which is one of the best-voted beaches of the state, is situated at a distance of 30 km from Kochi city. Its strategic location on the northern end of the Vypin Island in Kochi makes it a perfect merging point of the sea and backwaters. The surrounding greenery and the seashells present in different shapes and Chinese fishing nets add to the beauty of the sea.",10.138211,76.179491
Kochi,St Francis Church Kochi,"St. Francis Church in Kochi, which finely exhibits Portuguese architecture, is believed to be one of a kind amongst all the European churches which were constructed in India. It was constructed in the 15th century by the Portuguese traders. Vasco-da-Gama, the famous explorer, was buried in this church when he died in 1524, on his third visit to India.",9.9660413,76.2408741
Kochi,Chottanikkara Bhagavathy Temple,"Located in Kakkanad, Chottanikkara is the most revered of the 393 Hindu shrines spread across 3 districts in the state of Kerala. Popular for its spectacular architecture, the shrine stands out to be the ultimate testimonial for the primordial vishwakarma sthapathis (wooden sculpture) in carving out this temple.",9.933072,76.391149
Kochi,Kashi Art Cafe,"Kashi Art Cafe is one of the most beautiful cafe in Kochi catering to foodies and art lovers alike. Popular for its very delicious breakfast, the place also runs a side art gallery exhibiting works of a single artist for a single month. Very famous among the foreign tourists, the place boasts of perfect non-vegetarian food and perfect vibes. Visiting here is one of the topmost things to do in Kochi.",9.9667914,76.2429117
Kochi,Willingdon Island,"The Willingdon Island is one of the largest human-made islands in India which is named after Lord Willingdon, the British Viceroy of India. This beautiful island provides various links between Kochi port and other national and international ports. Furthermore, the island is home to some of the lavish hotels and commercial and industrial buildings of the district.",9.93643,76.25383
Kochi,Museum of Kerala History,"The Museum of Kerala History is located in the city of Kochi, Kerala, India. Founded in 1987, this museum is a treasure trove of historical artifacts, artworks, and exhibits that chronicle the rich history and culture of Kerala. One of the oldest art and history museums in Kerala, the Museum of Kerala History is managed by the Madhavan Nayar Foundation.",10.0379183,76.3147734
Kochi,Vypin Beach,"Vypin beach is a popular beach located in Kochi, a city in the southern Indian state of Kerala. It is located on Vypin Island, which is bridged across to the mainland. The beach is a beautiful stretch of golden sand and blue waters that offer a unique blend of natural beauty, local culture, and historical significance. The beach is often referred to as Vepeen Beach as well.",10.074242,76.1964223
Kochi,Kodanad Elephant Training Centre,"Kodanad Elephant Training Centre, also known as Kodanad Elephant Sanctuary, is a popular tourist destination located in the Ernakulam district, Kerala. Situated near the southern banks of the Periyar River, the sanctuary is surrounded by towering mountains and is known for its 'Elephant Kraal,' elephant rescue center, mini zoo, and elephant rides.",10.1861361,76.5120736
Kochi,Vasco da Gama Square,"Vasco da Gama Square is a popular seaside promenade located in Fort Kochi, Kerala. It offers a scenic view of the Arabian Sea and is famous for its Chinese fishing nets, which create a picturesque sight, especially during sunset. The square is lined with street food vendors selling local delicacies, making it a favorite spot for both tourists and locals.",9.9679266,76.2418653
Kochi,Kochi-Muziris Biennale,"An international exhibition of contemporary art, the Kochi-Muziris Biennale started in 2012 as the lead occasion of the KMB Foundation with the support of the government of Kerala. A mix of Indian as well as international artists, all with very different experiences in art, come together to present their artworks in the form of films, paintings, photographs sculptures, sketches, fashion exhibits, music, dance, drama and many more.",33.55873468,133.53106047
Kochi,Bishop's House,Bishop's House was a residence to the Portuguese governor built in the year 1506. It houses an Indo-Portuguese museum  that has a collection of valuable artefacts from various churches under the Cochin diocese.  Now it is famous for its house-facade made up of large Gothic arches with a circular path that ends at the main entrance.,45.5202189,-122.6739404
Kochi,Ayurvedic Massage in Kochi,"There are innumerable Ayurvedic centres that provide massages in Kochi, which do much more than merely relax you; they allow you to have a sense of wholeness and rejuvenation and give you some much-needed inner peace. We've curated a list of top places offering Ayurvedic massages in Kochi, along with details about the timings and location.",9.9660347,76.2446335
Kochi,Sunset Cruise,"The Sunset Cruise on the Arabian waters is an amazing 2 hour journey beginning from Marine Drive in Kochi during the time of sunset. The cruise covers Fort Kochi, Chinese fishing nets, Mattancherry, Bolgatty Island, Willingdon Island and the Cochin shipyard.",26.457433,-81.943103
Kochi,Chinese Fishing Nets,"Bearing witness to the entry of Chinese into Kerala long ago, legends tell that these nets were a gift of the famous Chinese King, Kublai Khan. Fishermen even today use these elaborate conventional fishing nets, making it the only other destination other than China to have and use these fishing nets. Popularly known as Cheenavala, the Chinese Fishing Nets are the most iconic and popular attractions of Kerala peculiar to Kochi located next to Fort Kochi.",9.967999,76.242291
Kochi,Indo Portuguese Museum,"Situated in Fort Kochi in Kerala, the Indo-Portuguese museum has a fascinating collection of artefacts that belong to different churches. The museum highlights the fascinating Indo-Portuguese culture that is reckoned for its rich heritage. Having a captivating display of art and architecture of Kerala, the museum is a significant attraction for tourists.",9.9660347,76.2446335
Kochi,Jew Town,Jew Town is one of the oldest parts of the region. It was here that the Jews first settled in India in around 700 BC and were here till they moved to Israel;. This part is famous for its architecturally solid synagogue that continues to stand till today. It is a series of narrow alleys between Mattancherry Palace and Paradesi Synagogue.,31.162132,-81.396672
Kochi,Indian Naval Museum,"Located on the INS Dronacharya premises in the Ernakulam district of Kochi, Kerala, the Indian Naval Maritime Museum is an ode to the Indian Navy’s maritime past. The museum sheds light on the country’s maritime heritage, depicts international trade links, pays tribute to major maritime figures and also focuses on the settlement of the Europeans in India.",9.958225,76.238697
Kochi,Mangalavanam Bird Sanctuary,"Located in Kochi city-centre, this bird sanctuary is home to a shallow lake surrounded by thick mangrove vegetation that draws a variety of migratory and resident birds every year. Comprising of 18-acres of Mangroves which is home to a large variety of migratory birds and densely populated species of trees and plants.",9.9872352,76.2734561
Kochi,Rainbow Hanging Bridge,"One of the most popular attractions in Kochi, Kerala, the Rainbow Hanging Bridge in Ernakulam is connected to the Marine Drive. This arched bridge overlooks the expansive sea and is known for being an excellent place for taking a morning or evening walk since it has a pedestrian promenade.",53.00708081,-1.75852918
Kochi,Fort Kochi Beach,"Situated along Fort Kochi in Kochi, Kerala, Fort Kochi Beach is a tranquil beach adjoining the Arabian Sea. Lined with a beautiful sidewalk, the beach also has a fort to boast of which is also a major tourist attraction of the spot. People usually visit it for routinely morning and evening walks or just to spend some quality time in solitude.",9.963673,76.237688
Kochi,Subhash Park,"Popularly known as Subhash Park, the Subhash Chandra Bose Park is situated along Marine Drive in Kochi, Kerala. The park, which overlooks the serene backwaters of Vembanad Lake and Kochi Harbour on one side and a bunch of trees on the other, is an excellent place for people to come and relax.",28.7214608,77.1770863
Kochi,Greenix Village,"Situated 8 km off Ernakulam is the Greenix village where various art forms of Kerala are practiced and developed. Every evening witnesses a mixed performance of Kathakali- the dance drama form of Kerala, Kalaripayattu- an aesthetic martial art form, audio-visual history at the in-house museum and Indian classical music in this cultural centre.",9.968234,76.249983
Kochi,Antique Museum,"A branch of the Fine Art Emporium of Kochi, the Antique Museum Kochi is situated in Mattancherry’s Jew Town. It is maintained by the government and is ideal for people who are interested in antiques as the museum is home to over 1,000 valuable items that date back centuries.",15.6504298,104.256719
Kochi,Kochi Water Metro,"Kochi Water Metro (KWM) stands as a groundbreaking venture, introducing the first-ever water metro system in India. Serving the Greater Kochi region in Kerala, this integrated ferry transport system seamlessly connects 10 island communities with the mainland, covering 76 kilometers and boasting 38 terminals.",9.9462972,76.2450246
Kochi,Veeranpuzha Lake and Backwaters,"Veeranpuzha Lake, located in the serene backwaters of Kochi, is a captivating destination renowned for its tranquility and scenic beauty. Embraced by lush greenery and coconut groves, the lake is part of the expansive Vembanad Backwaters network, offering a peaceful retreat away from the hustle and bustle of the city.",46.84988,-53.1648
Kochi,Changampuzha Park,"Nestled in the thriving locality of Edappally, the Changampuzha Samskarika Kendram (CSK) stands as a haven for art and culture enthusiasts. Spanning across a one-acre and fifty-five-cent public park, the CSK is a living tribute to the renowned Malayalam romantic poet, Changampuzha Krishna Pillai. The park, named after the poet, has become a vibrant cultural hub within the Greater Cochin area.",10.0166718,76.3018521
Kochi,M G Road Kochi,"Mahatma Gandhi Road, popularly known as MG Road among the people is considered to be the commercial hub of Kochi. Everything you want and need can be found here. It’s a shopaholic’s paradise with many colourful shops and markets lined up in one road. The people of Kochi and some even from far away places come here for shopping as one can easily find clothes, accessories and household items.",33.55873468,133.53106047
Kochi,Veeranpuzha Beach,"Veeranpuzha Beach is one of the popular beaches in Kochi. With beautiful blue waters and golden sandy shores, the beach is lined with green vegetation. The proximity of fishing villages from the beach ensures the activity of fisherfolks at work all day long at the shores. You can visit Veeranpuzha to watch the fishermen at work, or to have a glimpse of the laid back rural vibe.",26.237146,-80.0900043
Kochi,Princess Street Kochi,"Princess Street is famous for its quaint old world charm and bizarreness of European homes built in the Dutch, British, French, and Portuguese style. Most of these homes allow visitors to see the interiors as well.",9.967833,76.2429329
Kochi,Kalady,"Kalady is a census town located east of the Periyar river, in the Ernakulam district of Kerala, India. It is the birthplace of Sri Adi Shankara, and a popular destination for pilgrims. There are two major shrines located in Kalady, dedicated to the memory of Adi Sankaracharya.",10.1687169,76.4302525
Kochi,Parikshith Thampuran Museum,"Architecturally a Kerala style mansion, the Parikshith Thampuran Museum is located inside the Durbar Hall. The museum features old coins, sculptures, oil paintings, Mughal paintings and Royal artifacts belonging to the 19th century.",1.2988503,103.8451805
Kochi,Wonderla Amusement Park,"An amusement park filled with breathtaking charm, Wonderla has everything one can need to celebrate with vivacity. With over 50 exhilarating rides, the theme park has all the facilities to provide for an exciting experience for every visitor irrespective of their age and gender. It offers the thrill of both land-based and water-based rides.",10.026636,76.392784
Kochi,Pierce Leslie Bungalow,"Pierce Leslie Bungalow is a colonial mansion established as offices of Pierce Leslie and Co. Established in the year 1862; the coffee merchants drew inspiration from Portuguese and Dutch architecture. The building is famous for its wood paneled roof of the ground floor, arched doorways, carved doors and sprawling rooms. The cascading balcony and waterproof verandahs complete the European touch.",9.9678442,76.2424282
Kochi,Pallipuram Fort,"Pallipuram, located in Vypeen Island near Kochi, allows the visitor to behold and feel the earliest of all the European memories of India. The Pallipuram Fort, built in 1503 by the Portuguese, is considered as the oldest surviving European monument in India. Standing amidst the huge trees that romance the skies, untouched by the hubbubs of the town and enduring the snags of time, the fort is also known by the name Ayikotta or Alikotta.",10.17009,76.18099
Kochi,Thrikkakkara Vamana Moorthy Temple,"Containing lithic records of historical significance, Thirikkakara Vamanamoorthy Temple hosts the spectacular secular Onam feast every year in the Malayalee month of Chingam which falls typically between August and September.",10.0334338,76.3267485
Kochi,Ernakulam Mahadev Temple,"The Ernakulam Shiva temple is one of the major temples in Kerala. It is also called as Ernankulathapan temple, located in the heart of the city of Kochi. The temple dedicated to Lord Shiva and is considered a rare one as the deity faces the sea towards west.",9.976402,76.534823
Kochi,Andhakaranazhi Beach,"Located at a distance of 30 kms from Kochi, Andhakaranazhi Beach is an extension of the tiny village of Andhakaranazhi. The virgin beach is still noncommercialized and unexploited from tourism and a well-kept secret of the city. Also its distance from the city makes it a perfect serene spot from the pell-mell of the city.",9.744569,76.284286
Kochi,Areekkal Waterfalls,"Areekkal Waterfalls is situated in Kochi and is one of the very few falls situated in the region. Boasting of immaculate surroundings, verdant green woods and a picturesque setting, the silvery cascading water atop rocky cliffs is a visual delight and a popular tourist spot of the city.",9.918367,76.537032
Kochi,Vallarpadam,"Quietly nestled in the middle of the Vembanad Lake in Kochi, Vallarpadam is one part of the group of islands in the state of Kerala- the one one being Willington Island. Vallarpadam is hustled near the Port of Kochi, the island only has a meagre population of around 10000 people. The town is mostly famous for the Basilica of Our Lady of Ransom, known as the Vallarpadam Church.",10.0050799,76.2489029
Kochi,Puthuvype Beach,"Puthuvype is a 3 kms long beach situated in Puthuvype near the lighthouse in Kochi, Kerala. One among the least explored beaches of Kochi, the highlight of the beach is also a lighthouse. Still unexploited by tourists, the beach is crowded by the fisherfolks at work. You can visit on a weekend for a perfect break from the city in peace and solitude.",9.9971038,76.2183636
Kochi,Paniyeli Poru,"Located in the Ernakulam region of Kerala, Paniyeli Poru is a distraction in the flow of the Periyar River due to rock formations. The bottleneck pressure results in a small waterfall like formation that has been developed into a tourist spot and is called Paniyeli Poru.",10.168416,76.59214
Kochi,Puthenthode Beach,"Located at a distance of 12 kms from Kochi in Chellanam, Puthenthode Beach is a relatively newly made beach. Slightly smaller in area than the other beaches with only half a km in length, it is popular for its peaceful vibe and calm environs.",9.8689648,76.2646837
Munnar,Pothamedu View Point,"Pothamedu View Point is adorned with stretching hills and lush green mountains. One can witness the spectacular wide views of tea, coffee and cardamom plantations of the area. It is an ideal place to witness beautiful sunrises and sunsets. Idukki Arch Dam which is about 60 kms away is visible from this viewpoint on a clear day,",10.0595379,77.0641522
Munnar,Eravikulam National Park,"Located a 15 minute drive away from Munnar, the Eravikulam National Park (also known as Rajamalai Wildlife Sanctuary), houses a rich and diverse variety of flora and fauna and is a UNESCO world heritage site. Elephant, Nilgiri langur, Nilgiri marten, Atlas moth (largest in the world), lion-tailed macaque, small-clawed otter, and a rare tiger or leopard are some of the main animal species that can be spotted here.",10.198493,77.009271
Munnar,Rose Garden Munnar,"The Rose Gardens of Munnar is spread over 2 acres of land, is an excellent stretch that is brimming with a variety of plants, including spices, crops like cardamom and vanilla, and a variety of other fruit trees. These agricultural plantations exude mesmerising and wonderful aromas, which make your stay at the gardens a rewarding experience.",10.086002,77.075241
Munnar,Mattupetty Dam,"Mattupetty Dam is a strong gravity dam which was constructed for power generation and water conservation. Located in the Munar hills near the Anamudi peak, the dam is situated 1700 meters high. The green valleys and pleasant ambience surrounding make up for a captivating site. The reflection of the tea gardens into the water is the most beautiful part of the dam.",10.0868941,77.0607475
Munnar,Kolukkumalai Tea Estate,"Located a long drive from Munnar is the Kolukkumalai Tea Estate, perched at an altitude of 7000 ft. above sea level. This orthodox tea factory lays claim to being one of the highest in the world and is famous for its flavoursome tea. It takes about 52 minutes to reach here by jeep from Munnar. At the tea factory here, tea leaves are still handpicked, rolled, cooled, fermented and manually packed for distribution.",9.4631945,77.794801
Munnar,Munnar Tea Plantations,"Perched at several feet over the sea level and boasting of misty skies above and green carpeted fields below, these splendid Tea gardens in Munnar are a must-visit for every traveller. Sprawling over vast acres of lands, the umpteen tea plantations are sure to lure you with their bewitching beauty and charm.",26.1282759,-80.2423741
Munnar,Atukkad Waterfalls,"Nestled 2 km away from Munnar amidst beautiful hills and lush green jungles, this pristine waterfall makes for romantic escapades and picnics site. However, the road to Atukkad is very narrow and needs a lot of experience to drive on. The pool formed at the base of the waterfall is suitable for taking a dip!",7.8745895,123.7628378
Munnar,Chinnar Wildlife Sanctuary,"Being one of twelve wildlife sanctuaries among the protected areas of Kerala, the Chinnar Wildlife Sanctuary houses species like grizzled giant squirrel, gaur, spotted deer, tufted grey langur, slender loris, crocodile, wild elephant, tiger, leopard and many birds.",10.289291,77.169415
Munnar,CSI Christ Church,"CSI Christ Church is over a century old church famous for its religious & historic significance and its gothic style architecture. The church was built in the memory of the beloved wife of Henry Knight, Ilianor Knight, in the early 1900s. The site also served as a cemetery for the British Planters. The structure is made of granite and is adorned with beautiful stained glass work and brass plaques.",16.7290559,81.0718898
Munnar,Tata Tea Museum (KDHP Museum),"Located in the Nallathanni Estate of Tata Tea around 2 km from Munnar. The KDHP Museum showcases a variety of antiquities, the most famous being the burial urn excavated from the vicinity of Periakanal Estate, dating back to the 2nd century AD. A 30-minute documentary feature by the museum will take you through a historical sojourn of the place. Visitors then proceed to the factory to understand how tea is processed.",11.411727,76.720779
Munnar,"Echo Point, Munnar","Located at an altitude of 600 ft. and at a distance of about 15 kilometres from Munnar, Echo Point is situated right in the lap of a quaint lake and misty hills covered with lush green trees. As the name suggests, this place is well known for its enthralling illustration of the phenomenon of echoing. As you scream, it is fun to hear your voice reverberate around the attraction.",10.1253,77.1582
Munnar,Munnar Chocolate Factory,"The Munnar Chocolate Factory was established in 2007 and is now one of the best producers of these scrumptious delights. Apart from indulging in some of the tastiest chocolates produced in India, the Munnar Chocolate Factory also offers a plethora of activities to keep you occupied. The factory also has a cafe where you can relax and try some of the decadent desserts along with their beverages.",33.650509,-117.74509
Munnar,Lakkom Water Falls,"Lakkom Waterfalls is a picturesque natural attraction located about 25 kilometers from Munnar in Kerala. Nestled in the lush greenery of the Western Ghats, this cascading waterfall is part of the Eravikulam National Park and is fed by the Pambar River.",10.189683,77.106791
Munnar,Kundala Dam & Lake,Situated in the laps of the lush jungle is Kundala Dam & Lake laying 23 km off Munnar. This arch dam is famous for its Kashmiri-Shikara boat rides and pedal boat rides. The area also has cherry blossom trees that bloom twice a year.,10.1442485,77.1991925
Munnar,Top Station,"Top Station is the highest point in Munnar at 6276 ft. It is the top place to visit in Munnar to enjoy the panoramic view of the majestic Western Ghats and valley of Theni District of Tamil Nadu. Every 12 years, the rare Neelarkunji flowers bloom here.",10.119617,77.244942
Munnar,Blossom Park,"Spread across a lush expanse of 18 acres, Blossom Park is famous for its activities such as water cycling, boating and skating. It is covered with a wide variety of flora and has romantic little provisions of tree houses and ropeways. It is located at a mere distance of 3 km from Munnar.",29.551884,-98.46188
Munnar,Anamudi Peak,Anamudi or Anai Mudi Peak in Munnar is well known to be the home for the largest surviving population of Asian elephants in India. The peak itself is within the boundaries of the Eravikulam National Park and is a famous trekking destination. It is also famous for the Neela Kurinji flower which is known to blossom only once every 12 years.,10.1435563,77.0385551
Munnar,Lock Heart Gap,"Named so because it looks like a locked heart, Lock Heart Gap is a viewpoint in Munnar famous for a breathtaking view of the surrounding valleys, mountains, the tea plantations and its thrilling trekking trails through the densely covered, cloudy, misty terrain. The view from the top during sunsets are a must-see.",10.0457279,77.1145177
Munnar,Munnar Jeep Safari,"The Jeep safari in Munnar takes visitors through the many attractions of Munnar including its sprawling plantations, forests and valleys, providing glimpses of the region’s diverse flora and fauna. Kolukkumalai, a picturesque hamlet, is one of the attractions explored on the safari; it is known for its Tea Trail and for its views of the magnificent mountains. One can also get down to see the famous Tea Factory.",31.6318498,-106.4633673
Munnar,Stay in a Tree House,"Staying in a Tree House is emerging to be the new vacation thing and it is definitely going to be one of the most exotic experiences of your life. Located amidst lush green spice plantations and tea estates, living here is one of the most unique things to do in Munnar.",39.998767,-86.129528
Munnar,Punarjani Traditional Village,"Nestled 8 km away from Munnar, Punarjani Traditional Village  is a performing arts theatre where you can watch live performances of two traditional art forms of Kerala, namely Kathakali - the classical dance form, and Kalaripayattu - one of the earliest-born & deadliest martial arts in India. It is an eccentric & reposeful tourist attraction in Munnar.",10.041394,77.036713
Munnar,Ripple Waterfalls,"The Ripple Waterfalls is located in the beautiful hill station of Munnar in Kerala. Formed by the Muthirapuzha River this natural waterfall is set amidst dense forests and is situated at a height of 1,600 meters. The Ripple Waterfalls got its name from the rippling sound that it creates as the water flows down from the rocks. This destination is extremely popular amongst photographers, nature lovers, and adventure enthusiasts.",9.9860682,77.0633984
Munnar,Trekking in Munnar,"Munnar is a trekker''s paradise offering some of amazing trekking trails here. Trekkers would love the trails from Gap Road to Bison Valley Spices Village and from Pothamedu. The whole range is covered with carpets of greenery, low slopes covered with some of the world's highest tea plantations and rainforests rich in biodiversity.",10.08818,77.06239
Munnar,Chokramudi Peak,"Located in the Eravikulam National Park at an altitude of 7200 feet, Chokramudi Peak is one of the highest peaks in Munnar. It is quite isolated from the range but provides a fabulous view of the surrounding valleys & mountains covered with stunning dense forestation and the lush green tea plantations. One can also get a beautiful view of the Idukki Dam located nearby.",34.23526,-81.326797
Munnar,Cheeyappara Waterfalls,"Located on the Kochi-Madurai Highway (National Highway 49), the Cheeyarappa Falls is an on-the-way tourist attraction. It falls between Munnar and Kochi, in the district of Idukki, Kerala. One of the largest waterfalls in the state (which is also known as God's own country), the Cheyyappara Falls are a sight to behold.",10.05376,76.82951
Munnar,Photo Point,"Photo Point is located on the way to the Madupetty Dam. It is a picturesque site perched atop the low rolling slopes and undulating plains of Nilgiris in Munnar. In the backdrop of the stretches of tea gardens, this point serves as an excellent photographic opportunity.",10.045246,77.113778
Munnar,Meesapulimala,"The second highest peak in Southern India, Meesapulimala stands elevated at an altitude of 2641 meters (8660 feet ) above sea level. The densely covered terrain has eight peaks that together resemble a moustache and is, therefore, called Meesapulimala. Also, considered as a hotspot of diversity, Meesapulimala has been recognised as a UNESCO world heritage site.",,
Munnar,Kalari Kshethra,"Kalari Kshethra is the centre of the oldest form of martial arts, Kalarippayattu and the traditional form of Indian Classical Dance, Kathakali. The centre conducts performances, workshops and classes but is famous for the Kathakali and Kalarippayattu show held every day.",10.0314904,77.0421212
Munnar,Tea Shopping,"Besides tasting delicious steaming tea, you can also buy premium quality tea leaves from Munnar to take away with you as a souvenir. You can explore the local markets for dried tea leaves, aromatic oils, coffee variants, essential oils and other spices as well. The oils extracted from citriodora, eucalyptus and lemongrass are very useful to treat body and joint pains and are used in cooking and everyday products as well.",34.033323,-118.253357
Munnar,Mattupetty Indo-Swiss Farm,Indo Swiss Dairy Farm is a cattle development and research centre that spreads over an area of 469 acres of lush green grasslands and is home to a variety of high-quality cattle. The farm rears about 400 heads of cattle and is the headquarter of the Indo-Swiss Livestock Project that was launched in 1963 on mutual agreement between the Swiss and the Indian Government.,10.08562,77.05952
Munnar,Wonder Valley Adventure and Amusement Park,"Wonder Valley is an adventure and amusement park with facilities for rock climbing, paint ball, rope course and a video arcade. It is a perfect attraction for adventure freaks and for those who want to face and get rid of their fears. There's no age bar and the activities are designed for children, as well as for adults.",38.380058,-90.522903
Munnar,Spa & Massages in Munnar,"Taking and Ayurvedic spa and/or a massage in the hills is the best form to rejuvenate and relax. The hill town is best known for its Ayurvedic massages and you can choose from shirodhara, deep tissue massage or a Balinese massage.",10.08818,77.06239
